image_name,true_class,cnn_predicted_class,cnn_confidence_pct,filter_top_class,filter_top_score_pct,is_matched,agreement_status,score_01_Good_pct,passed_01_Good,score_02_Out_of_Focus_pct,passed_02_Out_of_Focus,score_03_Tracking_Error_pct,passed_03_Tracking_Error,score_04_Over_Saturated_pct,passed_04_Over_Saturated,score_05_No_Star_pct,passed_05_No_Star,score_06_Satellite_pct,passed_06_Satellite
260504UA1N_1_1.png,01_Good,01_Good,78.19,01_Good,82.72,True,STRONG_MATCH,82.72,True,20.47,False,0.0,False,4.5,False,17.24,False,22.57,False
260504XO6E_1_2.png,01_Good,01_Good,89.44,01_Good,86.09,True,STRONG_MATCH,86.09,True,27.06,False,0.0,False,4.75,False,14.89,False,22.53,False
260505C86N_1_1.png,01_Good,01_Good,51.21,01_Good,79.48,True,STRONG_MATCH,79.48,True,30.41,False,0.0,False,6.95,False,12.91,False,22.13,False
260505GOYV_1_2.png,01_Good,01_Good,54.16,01_Good,70.51,True,STRONG_MATCH,70.51,True,34.32,False,5.0,False,9.69,False,38.79,False,21.63,False
260505HYM1_1_1.png,01_Good,02_Out_of_Focus,57.66,05_No_Star,86.21,False,MISMATCH,80.82,True,2.0,False,5.0,False,7.18,False,86.21,True,22.08,False
260505J2WH_1_2.png,01_Good,01_Good,92.86,01_Good,91.2,True,STRONG_MATCH,91.2,True,25.72,False,0.0,False,6.04,False,15.37,False,22.29,False
260505KSCR_1_2.png,01_Good,01_Good,93.26,01_Good,78.09,True,STRONG_MATCH,78.09,True,25.4,False,4.68,False,6.34,False,17.24,False,22.24,False
260505NMQQ_1_1.png,01_Good,01_Good,85.08,01_Good,59.19,True,STRONG_MATCH,59.19,True,32.19,False,2.62,False,4.89,False,16.58,False,28.2,False
260505NMQQ_1_2.png,01_Good,01_Good,93.71,01_Good,51.28,True,STRONG_MATCH,51.28,True,28.92,False,0.0,False,0.0,False,15.0,False,30.44,False
260505VPIS_1_2.png,01_Good,01_Good,68.33,01_Good,73.4,True,STRONG_MATCH,73.4,True,32.01,False,5.0,False,6.45,False,17.24,False,22.22,False
260505YLLO_1_2.png,01_Good,05_No_Star,74.25,05_No_Star,86.21,True,STRONG_MATCH,79.27,True,2.0,False,5.0,False,8.01,False,86.21,True,21.93,False
260505Z6QP_1_1.png,01_Good,02_Out_of_Focus,64.42,01_Good,77.0,False,MISMATCH,77.0,True,25.57,False,5.0,False,5.28,False,17.24,False,22.43,False
260506EJKW_1_1.png,01_Good,01_Good,50.93,01_Good,85.81,True,STRONG_MATCH,85.81,True,26.9,False,5.0,False,5.18,False,24.43,False,22.45,False
260506JODA_1_1.png,01_Good,05_No_Star,60.95,01_Good,85.01,False,MISMATCH,85.01,True,25.02,False,5.0,False,6.87,False,31.61,False,22.14,False
260506M34T_1_2.png,01_Good,01_Good,82.54,01_Good,79.48,True,STRONG_MATCH,79.48,True,26.59,False,0.0,False,5.12,False,0.0,False,22.46,False
260506RU2Q_1_2.png,01_Good,01_Good,93.12,01_Good,90.56,True,STRONG_MATCH,90.56,True,25.58,False,3.57,False,7.19,False,14.16,False,22.08,False
260506VDXY_1_2.png,01_Good,01_Good,88.94,01_Good,74.08,True,STRONG_MATCH,74.08,True,17.12,False,0.0,False,5.58,False,0.0,False,23.87,False
260506Z0E8_1_1.png,01_Good,02_Out_of_Focus,35.7,05_No_Star,86.21,False,MISMATCH,1.4,False,2.0,False,5.0,False,8.9,False,86.21,True,47.61,False
260506ZT35_1_2.png,01_Good,01_Good,74.25,02_Out_of_Focus,29.72,False,MISMATCH,18.25,False,29.72,False,28.91,False,6.84,False,0.0,False,22.58,False
260507FI1X_1_3.png,01_Good,01_Good,83.87,02_Out_of_Focus,32.87,False,MISMATCH,18.7,False,32.87,False,25.21,False,6.94,False,0.0,False,22.58,False
260507P0S8_1.png,01_Good,02_Out_of_Focus,76.98,05_No_Star,86.21,False,MISMATCH,55.19,True,2.0,False,5.0,False,8.11,False,86.21,True,26.97,False
260507S40B_1_1.png,01_Good,01_Good,73.95,02_Out_of_Focus,35.91,False,MISMATCH,22.47,False,35.91,False,15.37,False,5.21,False,0.0,False,22.44,False
260507VMLG_1_4.png,01_Good,01_Good,63.16,01_Good,71.89,True,STRONG_MATCH,71.89,True,34.55,False,0.0,False,6.15,False,11.42,False,22.27,False
260507YJLD_1_1.png,01_Good,02_Out_of_Focus,68.55,01_Good,76.3,False,MISMATCH,76.3,True,25.55,False,11.41,False,5.76,False,9.5,False,22.34,False
260508CSN2_1_9.png,01_Good,01_Good,74.72,03_Tracking_Error,31.16,False,MISMATCH,17.5,False,22.83,False,31.16,False,7.25,False,9.85,False,22.07,False
260508DPJC_1_2.png,01_Good,01_Good,81.15,01_Good,87.13,True,STRONG_MATCH,87.13,True,25.08,False,5.0,False,9.22,False,17.24,False,21.71,False
260508E9TV_1_2.png,01_Good,01_Good,97.44,01_Good,55.53,True,STRONG_MATCH,55.53,True,50.12,True,0.0,False,0.55,False,15.31,False,22.58,False
260508FJSK_1_2.png,01_Good,01_Good,80.75,01_Good,76.88,True,STRONG_MATCH,76.88,True,27.82,False,0.0,False,6.81,False,15.53,False,22.15,False
260508HAQ2_1_2.png,01_Good,01_Good,89.59,01_Good,86.82,True,STRONG_MATCH,86.82,True,24.4,False,8.22,False,6.55,False,9.6,False,22.2,False
