image_name,true_class,cnn_predicted_class,cnn_confidence_pct,filter_top_class,filter_top_score_pct,is_matched,agreement_status,score_01_Good_pct,passed_01_Good,score_02_Out_of_Focus_pct,passed_02_Out_of_Focus,score_03_Tracking_Error_pct,passed_03_Tracking_Error,score_04_Over_Saturated_pct,passed_04_Over_Saturated,score_05_No_Star_pct,passed_05_No_Star,score_06_Satellite_pct,passed_06_Satellite
2605064OPV_1_2.png,06_Satellite,06_Satellite,97.5,06_Satellite,80.78,True,STRONG_MATCH,0.0,False,0.0,False,29.91,False,6.09,False,0.0,False,80.78,True
2605092ZPI_1_2.png,06_Satellite,06_Satellite,98.86,06_Satellite,79.3,True,STRONG_MATCH,3.83,False,0.0,False,59.54,True,5.29,False,0.0,False,79.3,True
2605099O7J_1_2.png,06_Satellite,06_Satellite,90.94,06_Satellite,79.26,True,STRONG_MATCH,0.0,False,0.0,False,29.49,False,22.04,False,0.0,False,79.26,True
2605106HDV_1_2.png,06_Satellite,06_Satellite,98.08,06_Satellite,70.74,True,STRONG_MATCH,10.0,False,48.11,False,5.0,False,5.0,False,1.06,False,70.74,True
260520GFOW_1_1.png,06_Satellite,06_Satellite,98.93,04_Over_Saturated,100.0,False,MISMATCH,2.07,False,0.0,False,49.57,False,100.0,True,0.0,False,7.39,False
260520GFOW_1_2.png,06_Satellite,06_Satellite,98.29,04_Over_Saturated,100.0,False,MISMATCH,5.07,False,0.0,False,54.0,True,100.0,True,0.0,False,6.43,False
260520XBLU_1_2.png,06_Satellite,03_Tracking_Error,50.25,03_Tracking_Error,84.29,True,STRONG_MATCH,0.0,False,0.0,False,84.29,True,18.52,False,4.11,False,80.83,True
260521IVPQ_1_7.png,06_Satellite,06_Satellite,97.77,03_Tracking_Error,89.19,False,MISMATCH,7.61,False,0.0,False,89.19,True,20.29,False,0.0,False,80.21,True
260521KBNT_1_2.png,06_Satellite,06_Satellite,86.45,01_Good,83.68,False,MISMATCH,83.68,True,0.0,False,22.82,False,12.05,False,2.33,False,2.0,False
260521U870_1_4.png,06_Satellite,06_Satellite,97.41,06_Satellite,80.77,True,STRONG_MATCH,10.0,False,0.0,False,72.38,True,5.0,False,0.0,False,80.77,True
2605233165_27.png,06_Satellite,06_Satellite,90.98,06_Satellite,61.27,True,STRONG_MATCH,0.0,False,0.0,False,52.36,True,17.73,False,0.0,False,61.27,True
2605233165_28.png,06_Satellite,06_Satellite,93.09,06_Satellite,80.94,True,STRONG_MATCH,0.0,False,0.0,False,51.97,True,10.29,False,0.0,False,80.94,True
260525AKJ5_1_2.png,06_Satellite,06_Satellite,64.61,01_Good,73.1,False,MISMATCH,73.1,True,0.0,False,56.61,True,6.93,False,6.27,False,42.76,False
260525RJGL_1_1.png,06_Satellite,06_Satellite,98.77,01_Good,68.61,False,MISMATCH,68.61,True,0.0,False,0.0,False,7.99,False,12.09,False,2.0,False
260526U046_1_2.png,06_Satellite,06_Satellite,97.69,03_Tracking_Error,86.53,False,MISMATCH,0.0,False,0.0,False,86.53,True,6.54,False,0.0,False,80.81,True
260529B1BO_1_3.png,06_Satellite,06_Satellite,94.32,03_Tracking_Error,93.62,False,MISMATCH,10.0,False,8.75,False,93.62,True,5.0,False,3.32,False,2.0,False
260529EDNE_1_2.png,06_Satellite,06_Satellite,75.12,04_Over_Saturated,100.0,False,MISMATCH,12.3,False,0.0,False,14.58,False,100.0,True,0.38,False,2.0,False
260529IQAR_1_1.png,06_Satellite,06_Satellite,71.68,01_Good,77.33,False,MISMATCH,77.33,True,0.0,False,5.0,False,7.64,False,5.74,False,2.0,False
260529RQEE_1_2.png,06_Satellite,06_Satellite,83.13,01_Good,63.44,False,MISMATCH,63.44,True,0.0,False,5.6,False,5.89,False,14.63,False,2.0,False
260530UW9U_1_1.png,06_Satellite,06_Satellite,98.44,06_Satellite,80.45,True,STRONG_MATCH,0.0,False,0.0,False,72.38,True,8.04,False,1.85,False,80.45,True
260604O3OW_1_1.png,06_Satellite,06_Satellite,87.4,04_Over_Saturated,100.0,False,MISMATCH,0.0,False,0.0,False,62.34,True,100.0,True,0.0,False,6.82,False
260604UWOD_1_5.png,06_Satellite,06_Satellite,93.27,06_Satellite,80.76,True,STRONG_MATCH,0.0,False,0.0,False,36.09,False,7.51,False,0.0,False,80.76,True
260604ZQ9Q_1_3.png,06_Satellite,06_Satellite,39.57,03_Tracking_Error,72.38,False,MISMATCH,10.0,False,34.74,False,72.38,True,5.0,False,0.0,False,2.0,False
260605U5VZ_212.png,06_Satellite,06_Satellite,92.56,06_Satellite,80.4,True,STRONG_MATCH,10.0,False,69.53,True,5.0,False,5.0,False,0.0,False,80.4,True
260605U5VZ_305.png,06_Satellite,06_Satellite,98.16,06_Satellite,75.83,True,STRONG_MATCH,0.0,False,44.27,False,5.0,False,5.0,False,0.0,False,75.83,True
260606GCAW_1_5.png,06_Satellite,06_Satellite,98.28,06_Satellite,80.67,True,STRONG_MATCH,0.0,False,0.0,False,1.47,False,8.07,False,0.0,False,80.67,True
260606RV5I_1_1.png,06_Satellite,06_Satellite,98.01,06_Satellite,80.84,True,STRONG_MATCH,0.0,False,0.0,False,2.02,False,7.85,False,0.0,False,80.84,True
260607WITF_1_1.png,06_Satellite,06_Satellite,67.93,06_Satellite,67.53,True,STRONG_MATCH,12.05,False,0.0,False,60.78,True,5.08,False,0.0,False,67.53,True
260608E4T8_1_2.png,06_Satellite,06_Satellite,99.01,03_Tracking_Error,88.99,False,MISMATCH,8.68,False,0.0,False,88.99,True,21.25,False,3.29,False,75.8,True
260611908J_1_3.png,06_Satellite,06_Satellite,99.09,06_Satellite,80.76,True,STRONG_MATCH,0.0,False,0.0,False,57.61,True,6.2,False,0.0,False,80.76,True
260611DM0H_1_4.png,06_Satellite,06_Satellite,99.26,06_Satellite,80.81,True,STRONG_MATCH,0.0,False,0.0,False,79.05,True,6.09,False,0.0,False,80.81,True
260624PWME_1_2.png,06_Satellite,06_Satellite,98.54,03_Tracking_Error,55.7,False,MISMATCH,17.53,False,24.5,False,55.7,True,5.0,False,2.68,False,32.64,False
